text,emotion,label_id
어제 친한 후배가 수업 관련해서 자료를 요청했는데 내가 너무 바빠서 거절했어.,sad,1
나도 나이를 먹긴 먹었나 봐.,sad,1
대입 컨설팅에서 내 성적으로 원하는 대학에 갈 수 없대.,sad,1
요즘 아이들이 학교에 안 나가서 내가 매일 밥을 해줘야 하는데 그게 여간 성가신 게 아니야.,anger,3
요즘은 나 혼자 살기도 힘들어서 연애도 결혼도 점점 하고 싶지 않아.,sad,1
나 드디어 남자친구한테 프러포즈 받았어!,joy,0
내일 시합인데 컨디션이 안 좋아 걱정이네!,anxiety,2
사람들이랑 너무 친해지는 건 안 좋은 것 같아.,anger,3
선생님께서 무슨 일이 있냐고 편히 말해 보라고 하셨지만 학교 폭력을 고발하는 게 조심스러워.,anxiety,2
회사 상사가 정말 보고 싶지 않을 정도로 싫어.,anger,3
적은 나이는 아니지만 가족들과 같이 해외여행을 자유롭게 할 수 있는 게 정말 행복해.,joy,0
정년이 십 년도 남지 않았는데 그때도 집에서 놀기에는 많은 나이가 아닌데 할 수 있는 일이 있을까?,sad,1
오래 사귄 남자친구가 청혼했는데 아직 대답을 못 했어.,anxiety,2
가장 친한 친구가 멀리 이민을 한다고 해. 앞으로 만날 수 없다고 생각하니 너무 슬퍼.,sad,1
노안에 좋다고 루테인을 꾸준히 먹었는데 효과가 없어. 배신당한 것 같고 돈이 아깝네.,neutral,4
코로나 때문에 오랫동안 준비한 회사에서 상반기 신입 사원을 뽑지 않을 예정이라는 소식을 들었어. 어찌해야 할지 모르겠어.,neutral,4
야호! 드디어 바라던 아이가 생겼어.,joy,0
그 사람들이랑 있으면 정말 편안해져.,joy,0
선생님은 가해자들에게 반성문을 써오라고 벌을 주셨지만 걔들이 과연 자기의 잘못을 뉘우칠까?,anxiety,2
친구들은 다 취업했는데 나만 백수네. 스스로 초라하게 느껴지네.,neutral,4
내 자신이 요즘 부끄럽네.,neutral,4
형이 장난으로 내 목을 졸랐는데 고통스럽네.,neutral,4
동문 모임이 또 미뤄질 거 같아.,anger,3
취업 준비로 토익 공부하고 있는데 성가시다.,anger,3
엄마가 주변 사람들한테 내가 공부를 엄청 잘한다고 말씀하고 다녀서 당황스러워.,neutral,4
여자라고 뽑아주지 않을까 봐 걱정돼. 나중에 결혼 출산 등을 이유로 여자를 잘 뽑지 않는 곳이 있다고 이야기를 들어서 말이야.,anxiety,2
어제 합격 통보를 받은 회사에서 문자를 잘못 발송했다고 연락이 왔어. 너무 당혹스럽고 속상해.,neutral,4
오늘 면접 자리에서 너무 부끄러웠어. 나만 스펙이 부족한 것 같아.,neutral,4
이번에 건강검진을 했는데 짜증 나!,anger,3
건강관리를 못 해서 많이 후회돼.,anxiety,2
도대체 나 보고 어떻게 하라는 건지 모르겠어.,anger,3
어제 건강검진 결과를 보고 나 자신을 더 신뢰하게 됐어.,joy,0
코로나바이러스 때문에 취업 시장이 너무 어려워. 불합격 통보를 받을 때마다 정말 구역질 나!,anger,3
그냥 죽고 싶어. 더는 살아갈 희망이 없어.,anger,3
내가 학교에서 따돌림을 당하는 것을 알고 엄마가 집에서 날 볼 때마다 울어서 괴로워.,neutral,4
결혼을 준비하는데 남자친구가 도와주지도 않고 왜 이렇게 혼자 준비해야 하는 게 많은지 너무 짜증이 나.,anger,3
너무 쉽게 결혼 결정을 한 건 아닐까 후회가 돼.,sad,1
우리 직장 상사가 자꾸 나랑 친한 여자 동기한테 성희롱해. 정말 참을 수가 없어.,anger,3
정년도 안됐는데 퇴직을 권유받았어.,sad,1
회사에서 명예퇴직을 준비하라고 하는데 어떻게 해야 할지 모르겠어.,anxiety,2
직장 사람들하고 지내는 게 환멸 난다.,sad,1
나는 지금 첫 직장 동료들이 너무 좋아.,joy,0
출산을 앞둔 아내를 보면서 우리가 좋은 부모가 될 수 있을지 걱정돼.,anxiety,2
성적이 올라서 기분이 좋아.,joy,0
가끔 가족이란 게 쓸쓸하고 허무해.,anxiety,2
방과 후에 학원에 안 가고 놀러 다니는 친구들이 부러워.,neutral,4
코로나로 재택근무를 시작했는데 안 쓰던 컴퓨터로 업무를 보려니 어렵고 이해가 안 가.,anxiety,2
정말 오늘은 짜증이 나는 하루야.,anger,3
이번에 아이를 낳기 위해서 노력했는데 실패했어.,anger,3
나만 건강 관리를 안 하는 것 같아서 걱정스러워.,anxiety,2
이번에 내가 승진하는 시기였는데 다음으로 미뤄졌어.,anger,3
지금까지 힘들게 살아온 날들이 너무 감사하게 느껴져.,joy,0
드디어 회사에 합격했어! 삼촌의 덕이 커.,joy,0
계약직으로 일하다가 정규직이 될 줄 알았는데 퇴사 되어 너무 착잡해.,sad,1
프리랜서로 일하면서 요즘 일이 없는데 가족들은 내가 열심히 하지 않은 탓이라고 해서 기분이 나빴어.,neutral,4
취업이 안되는 게 왜 내 잘못이야? 이 사회가 문제인 거 아니야?,sad,1
아내가 직장에서 잘려서 당혹스러워.,anxiety,2
술에 취한 아빠가 내 손을 잡았는데 아빠 손바닥에 상처와 굳은살이 가득한 것을 보았어.,sad,1
취업 박람회를 다녀왔어. 면접도 보고 여러 가지 정보도 알 수 있어서 자주 참석해야겠어.,joy,0
연애 기간이 길어지는 것 같아서 걱정이야.,anxiety,2
아르바이트하면서 공부하기가 쉽지 않아서 고민이야.,neutral,4
드디어 공무원시험에 합격했어! 다 인터넷 강의 선생님 덕분이야.,joy,0
나 어제 면접 봤어. 이제 결과만 나오면 돼.,joy,0
회사에서 은근히 희망퇴직 압박이 오는 것 같아.,anxiety,2
언니가 나한테 용돈으로 백만원을 줬어!,joy,0
나 다음 주에 결혼해.,joy,0
부장은 자기도 못 하는 걸 나보고 하래.,anger,3
형은 툭하면 나를 때리는데 곧 학원에서 돌아오면 또 때릴까 봐 무서워.,anxiety,2
고객들의 무리한 요구까지 들어주어야 한다는 상사의 말에 너무 화가 났어.,anger,3
이번 면접도 떨어지면 그냥 작은 회사라도 알아볼까 봐.,anger,3
자녀 때문에 취미생활을 할 수가 없어.,neutral,4
난 정말 주변에서 인기가 없나 봐.,sad,1
회사 상사가 너무 이상해. 작은 일도 트집을 잡으니 그만두고 싶어.,anger,3
요즘 몸이 안 좋네. 자고 일어나도 개운하지 않고.,anxiety,2
휴가를 와서 정말 좋아. 마음이 편안해져.,joy,0
내가 회사 기밀을 빼돌렸다고 회사에서 말해. 정말 억울해.,neutral,4
딸한테 영양제를 찾아봐 달라고 했는데 관심도 없는 것 같아서 서운해.,sad,1
앞으로 직업으로 무슨 일을 해야 할지 모르겠어. 다른 사람들은 척척 잘만 찾아내던데.,sad,1
요즘 사람들이 자꾸 연애하라고 자꾸 잔소리해서 괴로워.,anger,3
새로운 사람과의 만남은 좋은 것 같아.,sad,1
내 진로와 세태를 바라보면 회의감이 들어. 내가 왜 사나 싶기도 하고.,sad,1
난 스무 살에 결혼해서 여태 전업주부로 지냈어. 내가 너무 결혼을 빨리한 거 같아 억울해.,neutral,4
내가 육 개월 동안 다리가 저렸잖아. 고기를 멀리하고 채소를 많이 먹었더니 많이 좋아졌어.,joy,0
나는 사회생활이 좀 힘들어. 인간관계도 너무 성가셔.,anger,3
오늘 희망퇴직을 신청했어. 아내가 낙담할 거 같은데 앞으로가 걱정이네.,sad,1
내일이면 프로젝트 다 끝나. 이제 해방이야.,joy,0
어제 건강검진표를 받았는데 여러 지표가 작년보다 나빠졌네. 올해 건강 관리를 소홀히 한 것 같아 후회돼.,sad,1
내 또래의 중년 남성이 과로사로 쓰러져 회복하기 힘들대. 가족 인터뷰가 너무 슬펐어.,sad,1
이렇게 좋은 운동 시설에서 경로 우대로 운동할 수 있다니 참 행운이야.,joy,0
내가 무엇을 원하는지 모르겠어. 혼자된 것 같고 답답해.,neutral,4
새 친구들과 어울리는 게 힘들어. 같이 있어도 외로운 기분이야.,anxiety,2
나를 괴롭힌 사람들이 똑같은 일을 당했으면 좋겠어.,anger,3
건강검진을 받았는데 결과가 아직 나오지 않아 좀 긴장되네.,anxiety,2
연애는 백해무익이야. 시간 낭비일 뿐이라고.,sad,1
일을 계속하고 싶은데 남편은 임신을 원해. 대화하더라도 답이 없어. 요즘 그래서 남편을 피하고 있어.,anger,3
이십 년 후 부부 적정생활비는 이백사십만 원 정도 혼자일 때의 적정생활비는 백팔십만 원 정도 들 것이라고 예상된다는 뉴스를 들었어.,anxiety,2
항상 피곤하고 지친 느낌을 많이 받았는데 요즘 운동 시작하고 많이 좋아졌어.,joy,0
친구가 없어서 늘 고민이야. 어떻게 하면 친구를 만들 수 있을까?,anxiety,2
나는 결혼이고 연애고 다 포기해버렸어. 다 의미 없어.,sad,1
남편과 함께 텔레비전을 보는데 남편은 자기가 원하는 채널만 고집해서 몹시 화가 나.,anger,3
오늘 회사에서 부장님이 자기 아이 만들기 숙제를 나보고 하래서 못한다고 했더니 시말서를 써오래. 어이가 없어.,anger,3
오늘 소개팅을 했는데 차였어. 요즘 너무 외로운 거 같아.,neutral,4
얼마 전 면접 본 회사에서 합격했다고 오늘 연락이 왔어. 너무 신나.,joy,0
나만 하루 종일 땀을 줄줄 흘리고 있어. 왜 나만 덥지?,anxiety,2
아빠가 집에 들어올 때마다 엄마 몸에 멍이 늘어서 불안해.,anxiety,2
남자친구가 생기니 하루하루가 너무 행복해.,joy,0
버스에서 젊은이가 자리를 양보해 주었는데 미처 인사를 하지 못하고 앉았지 뭐야.,neutral,4
지금 같은 세상에도 아들 못 낳는다고 차별하네.,sad,1
은퇴 후 노후준비를 위해 지금부터 할 수 있는 게 있을까? 교육비로 다 쓰고 나니 모아 놓은 게 없어.,neutral,4
다른 사람들과 만나는 건 너무나도 힘든 일이야.,anxiety,2
오늘 남자친구가 메시지 답장이 늦어서 속상해.,anger,3
옆에 대리가 너무 짜증 나!,neutral,4
나 면접 보고 왔어! 잘 본 것 같아서 너무 흥분돼!,joy,0
짜증 나 죽겠어! 자꾸 아이 낳으라고 난리야.,anger,3
내 재정 상태만 생각하면 정말이지 헛구역질이 날 정도야.,anger,3
뭐 하러 아등바등 공부하고 취업하고 취직했나 몰라.,sad,1
출근 첫날 선배가 자기를 너무 어렵게 생각하지 않아도 된다고 말해 줬어.,joy,0
결혼했다고 해서 꼭 아이를 가져야 하는 건지 모르겠어.,sad,1
얼마 전에 남편이 바람피운 줄 알고 속상할 뻔했어.,joy,0
가족들과 싸우는 데 지쳐서 외식조차 안 하고 싶어.,anger,3
열심히 공부했는데 성적이 별로야.,sad,1
여자친구가 생일을 챙겨주지 않았어. 어떻게 이럴 수 있지?,anger,3
길을 가는데 학생들이 늙으면 죽는다고 하네. 슬프다.,neutral,4
정말 왜 저러나 몰라. 어제는 술을 마시고 고주망태가 돼서는 현관문 앞에서 자는 거 있지? 한심해 죽겠어.,neutral,4
나 오늘 너무 슬퍼. 남자친구랑 헤어졌어.,sad,1
같은 부서의 업무로 같이 일하는 과장이 모든 회사 문제에 대하여 대화를 하면 퉁명스럽게 반응해서 감정을 상하게 만드네.,neutral,4
동생이 자전거를 타다 넘어져서 크게 다쳐서 걱정돼서 잠이 오질 않네.,anxiety,2
오늘 남자친구가 약속을 잊었어.,anger,3
이제 나이도 있고 해서 아내의 건강 검진 결과가 좋지 않다고 하면 겁이 나고 불안해.,anxiety,2
사십 대 중반을 넘어서고 있는데 내 건강이 염려돼.,anxiety,2
며칠 동안 연달아서 야근하고 그랬더니 너무 피곤해.,anxiety,2
회사에서 큰 실수를 할 뻔했어.,joy,0
나이가 들면서 걱정이 많아졌어.,sad,1
결혼을 꼭 빠르게 해야 할까? 나는 나이와 상관없이 느긋하게 하고 싶어.,joy,0
나는 돈이 없어서 결혼할 수 없을 것 같아.,anger,3
돈을 벌 능력이 없는 나 때문에 자식들이 고생하는 것 같아 마음이 안 좋아.,neutral,4
나 직장에 취업했어.,joy,0
나를 따돌리던 애들이 있는데 선생님께서 중재해서 나를 더 이상 따돌리지 않겠다고 약속했어.,anxiety,2
나 요즘 좀 당황스러워.,anxiety,2
오늘 시험 보는데 옆 친구가 내 답안지를 그대로 베끼는 걸 봤는데 어이가 없더라.,neutral,4
벌써 나이가 마흔이 넘었는데 아직도 제자리네.,anxiety,2
아내와 나는 둘 다 형편이 넉넉하지 않아 반지하에 작은 원룸에 신혼집을 꾸렸는데 어디서 말하기가 창피하네.,anxiety,2
오늘은 정말 신이 나네.,joy,0
어휴 지금 만나고 있는 여자랑 결혼 생각 중인데 결혼하지 말까 생각 중이야.,sad,1
상사들은 왜 어리다고 무시하는지 모르겠어.,anger,3
어제 생일이어서 선물을 많이 받았어. 선물 뜯는데 너무 흥분되고 기쁘더라.,joy,0
친구 때문에 너무 기뻐서 흥분돼.,joy,0
지난주에 와이프가 또 유산했어.,sad,1
남자친구가 있는데 연애는 할수록 어렵다는 말이 맞는 것 같아.,anger,3
전학 간 학교에서 집이 잘산다는 이유로 친구들이 나를 따돌리기 시작했어.,neutral,4
곧 있으면 부인이 출산하는데 빨리 우리 아이를 보고 싶어.,anger,3
요즘 취업 시장이 좋지 않아서 좋은 직장이 많이 없는 것 같아.,sad,1
내가 아이를 낳지 못한다는 사실을 알리자 헤어지자는 말을 들어서 힘들어.,neutral,4
사내 정치에 환멸을 느껴. 다 같은 월급쟁이끼리 무슨 일인지.,sad,1
남편과 나는 서로가 무엇을 하는지 관심이 없어서 고립된 기분이야.,neutral,4
아빠가 다른 여자를 만난다는 걸 엄마한테 알려줬는데 내가 잘한 건지 모르겠어.,neutral,4
나에게 정말 맞는 진로라고 생각했는데 인제 보니 아닌 것 같아. 정말 당황스러워.,neutral,4
오늘 학교를 다녀온 우리 아이에게 잘 다녀왔냐고 물어봤지만 대답을 하지 않아서 마음이 안 좋아.,neutral,4
어제 남편과 개인연금에 가입했어!,joy,0
내가 계속 꿈꿔오던 직장 취업에 드디어 성공했어.,joy,0
딸은 유학하러 가고 싶어 해. 가족 모두 찬성하고 있지만 혼자 가족들과 반대되는 입장이라 곤란하네.,neutral,4
남자 친구가 다른 여자랑 결혼한대. 드라마에 나올 법한 일이 나한테 일어나서 당황스러워.,neutral,4
부모님께서 요즘 들어 계속 전화로 결혼 생각은 없냐고 물어보셔.,anger,3
직장가면 아프던 몸도 낫는 듯해.,joy,0
나 드디어 원하는 회사에 취업했어!,joy,0
요즘 인간관계가 참 의미 없다고 느껴져.,sad,1
같은 동아리 친구들이 나를 무시하는 것 같아서 불안해.,anxiety,2
젊어서 내 옷과 화장품에 돈을 많이 써서 물려줄 재산이 없어서 자식들에게 죄책감이 들어.,neutral,4
부모님께서 내가 거짓말을 해서 화가 많이 나신 것 같아. 정말 걱정스러워.,anxiety,2
내 연봉이 너무 창피해. 어디 가서 말하고 다니겠어?,neutral,4
이번 면접은 무조건 합격일 것 같아. 너무 대답을 잘했어.,joy,0
결혼한 지 얼마나 됐다고 다른 남자를 만날 수 있어. 정말 구역질 난다.,anger,3
어제 용돈이 딱 떨어져서 아내 지갑에서 만 원 딱 한 장 꺼냈는데 걸릴까 봐 조마조마해.,anxiety,2
학교에 비싸고 유명한 브랜드 운동화를 신고 오는 친구들을 보면 질투가 나.,neutral,4
내가 위험에 처해 있을 때 도와줄 수 있는 친구가 몇 명이나 될까? 나한테 진정한 친구가 있는지 불안해.,anxiety,2
취업이 안 돼. 이러다 정말 취직 못 하는 거 아니야?,anger,3
곧 둘째가 태어나는데 생각만큼 떨리진 않네.,joy,0
은행이자가 십 퍼센트일 때 적금에 가입할걸. 요즘은 금리가 바닥이야.,sad,1
오랫동안 연애했지만 결혼을 앞두니 좀 불안해.,anxiety,2
큰아이가 아직 취직하지 못해서 걱정되네요. 더군다나 요즘 경제 사정도 안 좋아서 더욱 취직하기 힘들다던데. 벌써 몇 년째 취직을 못 하고 있으니 마음이 불편해요.,anxiety,2
어제 뉴스에서 젊은 여성들이 일부러 아이를 낳지 않는다는 식의 보도자료를 봤어.,anger,3
학교 갈 때마다 날 괴롭힌 애들을 만날까 봐 너무 무서워.,anger,3
돈 들어갈 곳은 많은데 코로나 때문에 회사 재정이 좋지 않아서 은퇴 준비를 해야겠어.,anxiety,2
이번에 맡은 프로젝트는 내가 비슷한 일을 해 본 적이 있으니 아주 잘 해낼 수 있겠어!,joy,0
병원에서 입원해서 누워있으니까 눈물이 나와.,sad,1
우리 아이들이 모두 해외로 유학을 가고 싶어 해.,anxiety,2
얼굴이 자꾸 화끈거려.,anger,3
부모님이 이사를 간다고 했는데 나만 할머니 집으로 가고 있어. 당황스럽네.,anger,3
용돈이 넉넉해서 저축도 할 수 있었으면 좋았을 텐데 그러지 못해 속상해.,neutral,4
그동안의 힘든 날들에도 언제나 집안일과 가정의 경제를 책임져 준 아내에게 고마워.,joy,0
오늘 동호회에 처음으로 나가기로 했어. 떨린다!,joy,0
최근 들어 몸이 아주 힘들고 체력이 달리네.,anxiety,2
오늘 아침부터 국장님이 급하게 요청한 일 처리하느라 애먹었어.,joy,0
요새 많이 우울해. 친구들은 다들 자리 잡아가는데 나만 혼자 취업 준비하는 것 같아.,sad,1
어차피 난 학벌이 안 좋으니까 취업은 포기하려고.,sad,1
동료 중에 주식으로 망한 사람이 있어.,neutral,4
회사에서 내가 냈던 프로젝트 기획서가 책임님의 프로젝트가 됐어. 내가 아직 감당할 기량이 안 되긴 하지만 이런 게 맞는 걸까? 신입인 내가 이런 의견을 내도 되나 조심스러워.,anxiety,2
드디어 십억을 모았어. 내가 원하는 삶을 살 수 있게 되었어.,joy,0
내 친구가 파혼한 데. 와이프 될 사람이 악의적으로 돈을 뜯어내려고 하나 봐.,anger,3
나 오늘 네이버 인턴 면접 봤는데 내가 봐도 잘 본 것 같아.,joy,0
딸한테 혼자 건강 검진받기 무섭다고 같이 가 달라고 했는데 거절당해서 속상해.,sad,1
이번 달은 어려웠는데 실적을 달성해서 다행이야.,joy,0
포토샵을 시켰는데 포토샵은 처음 해봐서 당황스러웠어.,sad,1
옆집 사람하고 말하기 싫다. 좀 사람을 무시하는 것 같아.,anger,3
어제 내가 대표해서 사장님을 설득하러 갔거든. 우리 휴가를 달라고. 내가 협상은 기가 막히게 하거든.,joy,0
나 내일 회사 면접이 있는데 면접이 너무 무섭고 두려워.,anxiety,2
내 실수로 타 부서까지 일정을 조정하게 되어 죄책감이 들어.,neutral,4
회사에서 아무도 나에게 말을 걸어주지 않아.,neutral,4
코로나 때문에 아이들이 밖에서 놀지 못해서 슬퍼.,sad,1
어떤 직종으로 취업을 해야 할지 잘 모르겠어. 힘들다.,sad,1
아내가 무사히 출산했어!,joy,0
오늘 첫 월급을 받았는데 너무 작아. 만족스럽지 않아.,sad,1
아내가 모유 수유를 하고 싶어 하는데 몸이 약해 모유가 많이 나오지 않아.,anxiety,2
오래 사귄 남자친구가 결혼할 때가 됐는데도 청혼할 생각을 안 해. 나는 그 말만 하길 기다리고 있는데.,anxiety,2
몸무게만 생각하면 짜증이 나.,anger,3
나 어제 상담했는데 내가 원하는 대학교 갈 수 있대!,joy,0
오늘 사장님께 칭찬받아서 매우 기뻐.,joy,0
노후 준비 관련한 교육 프로그램을 찾고 있는데 아무런 자료가 없다는 게 어이없네.,anger,3
시부모님이 만날 때마다 애를 낳으라고 스트레스를 줘.,anxiety,2
그동안 내가 아무리 아픔을 호소해도 들은 척 만 척했던 남편이 미워. 싫을 정도야.,neutral,4
손녀가 너무 보고 싶은데 바빠서 병문안에 오질 않네.,sad,1
너무 화가 나서 사표를 쓰려고 해.,anger,3
나 어제 남자친구한테 청혼받았어!,joy,0
진짜 너무 눈물 날 정도로 힘들다.,sad,1
회사 사정이 어려워져 구조조정을 할 거라는데 걱정이구먼.,anxiety,2
허리 협착증이 오래되어서 수술을 했는데 움직이지 못해서 아내가 대소변을 받아주고 있어.,anger,3
친구가 연애하는데 자꾸 자랑해서 너무 밉고 질투나.,anger,3
얼마 전에 건강검진을 받았는데 의사 선생님께서 별 이상이 없다고 하니 다행이야.,joy,0
아이가 생겼어. 큰 선물을 준 아내에게 무엇을 해주는 게 좋을까?,joy,0
성가신 친구가 하나 있는데 너무 귀찮아.,anger,3
지금까지 모르고 있던 남편의 비밀통장을 발견했어.,neutral,4
엄마는 내가 옷을 사면 돈이 아깝다고만 하셔서 서운해.,neutral,4
집에서도 말이랑 행동을 조심하고 있어.,anxiety,2
우리 과장님이 좌천당하셨어.,neutral,4
회사 사수가 자기 잘못을 나한테 뒤집어씌워서 화가 나.,anger,3
십 년 만난 여자 친구와 헤어졌어.,sad,1
좋은 거래처들과 많이 알고 지내다 보니 사업 수완이 좋다는 이야기를 듣곤 해.,joy,0
내가 노후 준비를 잘하지 않았던 것 때문에 지금 생계 걱정을 하고 있어.,anxiety,2
결혼하고 나서 삶이 너무 행복해.,joy,0
어제도 야근 오늘도 야근이야. 너무 힘들어.,sad,1
나는 인복이 많은 사람인가 봐.,joy,0
남자친구가 또 바람을 피웠어. 이제 감당이 안 돼.,anger,3
노후준비를 하려고 보험에 들었는데 최근에 살펴보니 불합리한 약관들이 너무 많아서 화가나.,anger,3
이 정도 급여를 주면서 근무 조건까지 좋은 회사는 여기 밖에 없어. 아주 만족스러워.,joy,0
회사 동기가 어제 무단으로 결근을 했어. 같이 잘해보자고 한 게 엊그제인데 너무 속상해!,neutral,4
임신 팔 개월 차인데 첫 아이라서 너무 무섭고 불안해. 아기를 잘 낳을 수 있을까 자신이 없어.,anxiety,2
내 친구는 진짜 이상해.,anger,3
친구가 요즘 내 문자에 대답을 안 해.,anxiety,2
나도 결혼을 언젠가는 할 수 있을까? 답답해.,anxiety,2
친구한테 빌린 물건을 그만 망가뜨려 버렸는데 아직 그 사실을 친구한테 말하지 않아 죄책감이 들어.,neutral,4
이제 어떻게 살아야 할지 모르겠어.,sad,1
이제 은퇴가 얼마 안 남았는데 노후 준비를 못해서 걱정이 이만저만이 아니야.,anxiety,2
빨리 연애를 하지 않으면 올해 크리스마스도 혼자일 텐데.,anger,3
주변 친구들이 다 결혼하네.,anxiety,2
가족들이 휴가 가자고 하는데 이번엔 재정이 넉넉하지 않아서 걱정이네.,anxiety,2
친구들이 나를 단톡방에 초대해서 놀림거리로 만드는 게 너무 화가 나.,anger,3
좋아하는 사람한테 오늘 고백하려고 하는데 방법을 모르겠어.,neutral,4
아내는 아픈데 자식들은 누가 모실 거냐며 싸우는 모습이 참 서글프군.,sad,1
어제 남편이랑 부부싸움을 했어. 생각만 해도 너무 서운하고 짜증이나.,anger,3
여자친구가 더 이상 구질구질하게 사귀기 싫다며 헤어지자네.,anxiety,2
친구들과 놀러 가고 싶어도 지갑이 텅텅 비어 있어 속상해.,neutral,4
이번 추석엔 친정에다 못 내려간다고 전화했어.,anger,3
지금 남자친구와 결혼을 약속하고 준비 중이야.,anxiety,2
여자친구가 생겼냐고 물어보시는 부모님께 당황스러운 마음에 역정을 냈어.,neutral,4
요즘 대인관계 때문에 너무 힘들어.,neutral,4
내년이면 정년 퇴임인데 이후에 어떻게 살아갈지 고민이 돼.,anxiety,2
폐렴이 심해져서 이제 담배를 끊어야 한대. 내 유일한 낙이 사라져서 짜증이 나.,anger,3
젊을 때부터 친구들과 술 먹고 노는 걸 좋아해서 건강에 이상이 왔나 봐. 술을 자제해야 해.,anxiety,2
벌써 임신 삼십육 주차야. 다음 달이면 아기가 태어나는데 잘 할 수 있을지 걱정되네.,anxiety,2
김 부장님이 실장님하고 나 때문에 언쟁을 벌이셨어.,joy,0
세상에 나 혼자야. 매일 혼자 밥을 먹고 같이 어디를 갈 수 있는 친구도 없어.,anger,3
나는 이 지역 토박이야. 어릴 때부터 여기에서만 살아서 나만큼 우리 동네의 역사를 아는 사람은 없지.,joy,0
지난번에 건강검진 결과 폐암 일 기 진단을 받았다고 말했던 사람이야.,anxiety,2
빨리 취업하고 싶다.,anger,3
오랜만에 만난 노인들이 모두 나를 기억해 주어서 기뻐.,joy,0
내가 가장 가고 싶어 하는 기업에 떨어졌어. 힘내서 내년에 또 지원하면 될 거야.,joy,0
오랜만에 친구랑 연락이 돼서 너무 신나. 기뻐.,joy,0
형이 내가 늦게 들어온 걸 엄마한테 일러서 너무 화가 나.,anger,3
어제도 친구가 자기 자랑하려고 전화했던 거 있지.,anger,3
오늘 나 당황스러운 일이 있었어.,neutral,4
군대를 다녀오고 복학하니 대학교에 아는 사람이 없어. 나도 친구를 만들고 싶어.,anxiety,2
남편이 바람을 피웠어. 너무 배신감 느끼고 마음이 아파.,neutral,4
친구한테 오해가 생길 뻔했는데 잘 해결했어. 다행이야.,joy,0
이 동네에는 나와 말이 통하는 사람이 많아.,joy,0
주부로 살다 보니 이제 친구가 없어진 것 같아. 만날 친구가 없어.,sad,1
나는 결혼 하면 꼭 아기를 세 명 낳을 거야 아기가 너무 좋아.,joy,0
독서실에서 공부를 오랜 시간 하는데도 점수가 오르지 않아 속상해.,anxiety,2
친구들은 다 회사에 다니는데 나만 취업이 되지 않는 것 같아.,neutral,4
결혼하려고 하는데 친구랑 비교가 되네.,neutral,4
부모님이 자꾸 결혼 언제 하냐고 물어보셔서 성가셔.,anger,3
여자친구랑 술을 먹다가 너무 많이 먹어서 토했어.,neutral,4
취업 준비를 하는 데 겁이 나.,anxiety,2
남자친구가 시도 때도 없이 연락해. 솔직히 성가실 지경이야.,anger,3
오늘 너무 힘들다,sad,1
요즘 아이가 캠프에 참가한다고 떼를 쓰고 있어.,anger,3
졸업하면 바로 취업을 할 줄 알았는데 그게 아니라 당혹스러워.,anxiety,2
온라인에서 마음 맞는 친구를 만나 기뻐.,joy,0
친구가 대화할 때 자기 이야기만 해!,anger,3
오늘 친한 친구한테 크게 실망했어.,sad,1
아버지는 사람들의 신뢰를 한 몸에 받는 사람이야. 그런데 내게는 늘 싸늘하게 대하셔서 너무 힘들어.,sad,1
지난주에 정말 가고 싶던 회사에 원서 접수했는데 합격했어. 매우 기뻐.,joy,0
등산이 요통에 좋다고 해서 등산화를 샀는데 왜 이렇게 비싼 것을 샀냐고 아내에게 잔소리를 들었어.,neutral,4
의사가 나더러 체중을 감량하지 않으면 죽을 수도 있다고 해서 꼭 시한부 판정을 받은 것 같고 무서워.,anxiety,2
취업이 정말 너무 안 돼. 이번에도 불합격하니까 정신이 마비된 기분이야.,sad,1
목표를 세우면 항상 작심삼일이야. 내 스스로가 부끄러워.,neutral,4
친구들은 다 결혼하고 가족이 있는데 나만 아직도 혼자 살아. 쓸쓸해.,neutral,4
택시 타고 가다 가방을 두고 내렸는데 택시기사님이 신고해줘서 찾을 수 있었어. 정말 너무 기쁘고 감사하더라.,joy,0
아니 무슨 일방적으로 약속을 바꾸는데?,anger,3
집안에서 나만 외톨이 같아.,neutral,4
아빠는 출장이 잦아서 자주 볼 수가 없는데 이번엔 휴가를 받으셨대. 그래서 기뻐.,joy,0
남자친구 때문에 속상해하는 친구를 위로해줬는데 화가 나.,neutral,4
관심 있던 사람과 첫 데이트를 했는데 생각보다 별로여서 실망이 커.,sad,1
요즘 취업이 안 돼서 걱정이야.,sad,1
내가 너무 소심해서 따돌림을 받는 건 아닐까 그런 생각이 들어.,sad,1
휴 다행이야 드디어 취업에 성공했어.,joy,0
오늘 남자친구랑 헤어졌어.,sad,1
가족들 간에 인기투표를 했는데 아무래도 내가 일등일 것 같아.,joy,0
나 아이가 생겼어!,joy,0
부하직원이 있는데 너무 일도 잘하고 신뢰가 가.,joy,0
오늘 면접을 봤는데 실수를 많이 한 것 같아서 짜증이 나!,anger,3
서류 작업하던 게 날아갔어. 다시 해야 한다고 생각하니 너무 짜증 난다.,anger,3
걱정이야. 이러다가는 평생 연애만 하고 결혼은 못 할 거 같아.,anger,3
내 친구들은 도대체 왜 시간 약속을 하나도 안 지키는지 모르겠어.,anger,3
오랫동안 고대해오던 직장으로 취업에 성공했어.,joy,0
